case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error
case_094,3,ok,39889,212544,739236,0,43cb0c72cef7388f5470b6896d93b0bf6eca67e34201def5227bd4af725fb2b9,0.11480450000090059,
case_094,4,ok,30709,318816,845508,0,deb28c457c1129a803c5ec739b97cba407da36a42629ab14f6c590ec6bdf4414,0.12227729998994619,
case_094,5,ok,25530,259200,785892,0,bcf34fcd33501d5fc6584f092393808aa00fd29cb0281aace3b0f16a530b3c28,0.11799289999180473,
case_095,2,ok,1042890,0,11355036,0,a78c5309ee7909d2dd6aaf73d97c6a981dcced7fb997b6b2a3c8c43b0645dfd7,3.106195899992599,
case_095,3,ok,695775,0,11355036,0,cad7a631465eb71b3464522c70dbcf0014a6d79f6f550fbe1509f959ac64e8f0,2.2440517999930307,
case_095,4,ok,524422,0,11355036,0,fdfaea2ee55f85e27957b535630142b49bc1238bd49e55f3a705d7e12b5fa100,1.8019676999974763,
case_095,5,ok,420852,0,11355036,0,23bc2a91e21be76a82a97af2665dea4c52e73e94e9b8e706d538df9e694f270c,1.5296639999869512,
case_096,2,ok,47175,67392,286950,0,f29c3714eac8a6260e88c1e4ce112ee66d18d9d38bbc9d9e330526f75f0b13e7,0.293881000005058,
case_096,3,ok,33662,67392,286950,0,9b05ab4ac3348211722ab390fd6de236036367f85d9ce2dcad73e024b28ffb60,0.31906540000636596,
case_096,4,ok,26984,78336,297894,0,fa24e4ae4d75279843c888c55b02e0c9c7742a5dc41e6026a64037043af6b2ed,0.29019669999252073,
case_096,5,ok,27053,134784,354342,0,59faa9286047c84d12b631ef182c7e527b6ec1047efbf6cdbdec5949f7183b1f,0.27538259999710135,
case_097,2,ok,5617602,11796480,16842752,9240576,0d99921e12bf95f8aba82583e50cccfe25f948b3d0fb4167e2dd95f2ae8c074b,9.85940160001337,
case_097,3,ok,3660459,16031744,21078016,7512064,63b88706e014211fc1af4e0567241219be91bd037f6f6f473bb6304b0b0f2e31,17.474006299991743,
case_097,4,ok,2626908,14221312,19267584,6553600,6e68c3709190ede84c278739b920e4668ef1bc8404463bf9690e49319fe3583f,4.926871600007871,
case_097,5,ok,2102348,21311488,26357760,4272128,f01e347ec42e6bf5ab9006aa087cb62318aec498f22094d67c6eda897fda5c3e,16.903243399996427,
case_098,2,ok,89756,0,697994,0,b10ecdd3fe66c4dee5a978003f97a24682c7c4d9a740d4f170c2aabb800bf88d,0.38716529999510385,
case_098,3,ok,87452,3007272,3705266,0,dc89228a746ff83b0c6ce32756c5fd3e434e9a2df59e761a3d8ae4c06940534e,0.32950729998992756,
case_098,4,ok,77144,3007276,3705270,0,3a080c94435c9dc87324227adeb25daea3aca059f8a7ae32a1679c7bec97d123,0.30906810000305995,
case_098,5,ok,79943,3007280,3705274,0,b69dc861b43f6f7759d7a16de54c06098141e486beb851e71328432143e3008f,0.3112743999954546,
case_099,2,ok,811392,7303168,9837204,5398528,910ed7186b373f0a680f2ded9292e1e21921a5a833f88c908ef3029cb40a3939,13.07148940001207,
case_099,3,ok,539533,8011776,10545812,4202496,2d423b64374192d498ada43c923a6ba7011a409da5404dd56272d97eaf3d5ef4,11.737945399989258,
case_099,4,ok,406807,9322496,11856532,3608576,640369cb6f6720a06c6de61a8df016274096b5b580b0850dfdd9219de444c133,9.509018099997775,
case_099,5,ok,337221,10698752,13232788,3080192,75f2556e7ce450a26b050b8f8a536f583e5a71ccd4ffe792a333b74a015729d8,10.183380600006785,
case_100,2,ok,90243,12288,466886,0,6b9f04cfdf97836d5287d486055a55283f8a879938d6ff925c9ce0c162d4074e,0.3866299999936018,
case_100,3,ok,57811,72192,526790,0,86fe803ca22787694f3982325bb52a72e2dfea3696c949fc3f6445ec0f080a97,0.39381959999445826,
case_100,4,ok,76715,2934762,3389360,0,f616d599c31869da5c9bde6ea3b6827d8daf7fe968d2ae23918e749c5c53403a,0.4084623999951873,
case_100,5,ok,58085,211968,666566,0,0559f888440b589988e5b3c984e8745037bb04a551dcc8b48ae062593793bcfc,0.3608693999995012,
